1,1,5000
2,1,4500
3,1,6000
4,1,6000
5,1,8000
6,1,5500
7,1,6000
8,1,15000
9,1,3500
10,1,6500
11,1,5500
12,1,1500
13,1,16500
14,1,4000
15,1,4000
16,1,4500
17,1,6000
18,1,1500
19,1,8500
20,1,5500
21,1,1500
22,1,3000
23,1,1500
24,1,1500
25,1,1500
26,1,6500
27,1,9000
28,1,5000
29,1,3000
30,1,1500
31,1,7500
32,1,1500
33,1,9500
34,1,6500
35,1,5000
36,1,1500
37,1,1500
38,1,6500
39,1,7000
40,1,1500
41,1,2000
42,1,6000
43,1,6000
44,1,5500
45,1,7500
46,1,8500
47,1,7500
48,1,11000
49,1,6500
50,1,3000
51,1,3500
52,1,1500
53,1,8500
54,1,3000
55,1,5000
56,1,3500
57,1,6500
58,1,12500
59,1,8000
60,1,3500
61,1,4500
62,1,2000
63,1,8500
64,1,13000
65,1,2000
66,1,7000
67,1,4500
68,1,3500
69,1,3000
70,1,3500
71,1,5000
72,1,5000
73,1,1500
74,1,5500
75,1,7000
76,1,6000
77,1,3000
78,1,5000
79,1,6500
80,1,7500
81,1,6000
82,1,9000
83,1,15000
84,1,7500
85,1,9000
86,1,9000
87,1,6000
88,1,5500
89,1,3000
90,1,5000
91,1,5000
92,1,17000
93,1,4000
94,1,5500
95,1,1500
96,1,1500
97,1,17000
98,1,3000
99,1,7500
100,1,1500
101,1,4000
102,1,9000
103,1,8000
104,1,2000
105,1,5000
106,1,1500
107,1,3500
108,1,3000
109,1,3000
110,1,1500
111,1,8000
112,1,3000
113,1,1500
114,1,2000
115,1,3500
116,1,5000
117,1,3000
118,1,4000
119,1,11500
120,1,3000
121,1,3000
122,1,5000
123,1,6500
124,1,1500
125,1,1500
126,1,6000
127,1,1500
128,1,7000
129,1,1500
130,1,1500
131,1,1500
132,1,6000
133,1,4500
134,1,1500
135,1,1500
136,1,3000
137,1,4500
138,1,1500
139,1,15500
140,1,1500
141,1,13500
142,1,5000
143,1,7000
144,1,5000
145,1,5500
146,1,1500
147,1,9000
148,1,3000
149,1,6000
150,1,3000
151,1,5500
152,1,5500
153,1,1500
154,1,6500
155,1,7500
156,1,6500
157,1,21500
158,1,6000
159,1,4500
160,1,4500
161,1,4000
162,1,7500
163,1,1500
164,1,8000
165,1,3500
166,1,1500
167,1,1500
168,1,4500
169,1,1500
170,1,6000
171,1,3000
172,1,3000
173,1,18000
174,1,17000
175,1,6500
176,1,9000
177,1,3500
178,1,5000
179,1,3500
180,1,8000
181,1,1500
182,1,3500
183,1,8500
184,1,5500
185,1,3000
186,1,8000
187,1,6500
188,1,4500
189,1,2000
190,1,9500
191,1,6000
192,1,8000
193,1,5000
194,1,1500
195,1,15500
196,1,1500
197,1,11500
198,1,1500
199,1,10500
200,1,5000
201,1,4500
202,1,11500
203,1,6500
204,1,3000
205,1,7000
206,1,1500
207,1,3000
208,1,9500
209,1,9500
210,1,5500
211,1,6500
212,1,9000
213,1,4000
214,1,1500
215,1,3000
216,1,1500
217,1,6500
218,1,6500
219,1,3500
220,1,1500
221,1,4500
222,1,6000
223,1,9000
224,1,6500
225,1,7500
226,1,3000
227,1,3000
228,1,2000
229,1,5000
230,1,1500
231,1,1500
232,1,8500
233,1,13500
234,1,1500
235,1,1500
236,1,3000
237,1,6000
238,1,9000
239,1,1500
240,1,3000
241,1,5000
242,1,9000
243,1,5500
244,1,8000
245,1,2000
246,1,1500
247,1,6500
248,1,5000
249,1,6500
250,1,12500
251,1,10500
252,1,6000
253,1,5000
254,1,2000
255,1,6500
256,1,1500
257,1,1500
258,1,3500
259,1,4500
260,1,8500
261,1,6500
262,1,3000
263,1,1500
264,1,8500
265,1,1500
266,1,5000
267,1,6000
268,1,6500
269,1,5500
270,1,12500
271,1,3500
272,1,1500
273,1,1500
274,1,5000
275,1,3500
276,1,4500
277,1,1500
278,1,5000
279,1,3000
280,1,3500
281,1,5000
282,1,5500
283,1,3000
284,1,8500
285,1,9500
286,1,7000
287,1,8500
288,1,3500
289,1,1500
290,1,3500
291,1,8500
292,1,6000
293,1,2000
294,1,10500
