1,1,52800
2,1,76400
3,1,63200
4,1,58200
5,1,55400
6,1,57100
7,1,53900
8,1,79700
9,1,59500
10,1,59500
11,1,74300
12,1,78000
13,1,64600
14,1,61700
15,1,63100
16,1,66500
17,1,96200
18,1,63700
19,1,65100
20,1,51700
21,1,45700
22,1,84700
23,1,38500
24,1,95700
25,1,46100
26,1,99600
27,1,45400
28,1,72400
29,1,71900
30,1,57100
31,1,95000
32,1,87000
33,1,52300
34,1,43600
35,1,65000
36,1,51100
37,1,35000
38,1,51800
39,1,61400
40,1,64600
41,1,46800
42,1,48400
43,1,90800
44,1,57900
45,1,55500
46,1,54000
47,1,63600
48,1,59900
49,1,100200
50,1,73700
51,1,68800
52,1,62100
53,1,64400
54,1,71000
55,1,60400
56,1,110700
57,1,60600
58,1,80200
59,1,51200
60,1,38100
61,1,58300
62,1,30500
63,1,77100
64,1,63400
65,1,54000
66,1,72400
67,1,51200
68,1,63800
69,1,90300
70,1,45200
71,1,62400
72,1,83400
73,1,51800
74,1,68400
75,1,74100
76,1,32300
77,1,66100
78,1,55200
79,1,68400
80,1,52500
81,1,63700
82,1,64700
83,1,82200
84,1,100700
85,1,68900
86,1,73400
87,1,70100
88,1,93200
89,1,65500
90,1,54200
91,1,53800
92,1,56300
93,1,85800
94,1,66000
95,1,68600
96,1,51600
97,1,61400
98,1,71800
99,1,83800
100,1,50100
101,1,37700
102,1,95700
103,1,41000
104,1,69000
105,1,74100
106,1,57300
107,1,78800
108,1,50700
109,1,58700
110,1,42700
111,1,44100
112,1,84800
113,1,73000
114,1,69900
115,1,71700
116,1,64400
117,1,59100
118,1,51500
119,1,62000
120,1,70900
121,1,50000
122,1,104400
123,1,96700
124,1,55600
125,1,66800
126,1,78200
127,1,50100
128,1,44800
129,1,64100
130,1,75200
131,1,46900
132,1,58900
133,1,54900
134,1,44900
135,1,61200
136,1,44800
137,1,77300
138,1,66200
139,1,67000
140,1,67800
141,1,59200
142,1,54800
143,1,39600
144,1,63400
145,1,58800
146,1,44600
147,1,86000
148,1,57800
149,1,63100
150,1,41200
151,1,53900
152,1,61900
153,1,61300
154,1,107700
155,1,56500
156,1,55800
157,1,77200
158,1,68100
159,1,72400
160,1,56800
161,1,55700
162,1,71800
163,1,49800
164,1,48900
165,1,54400
166,1,50100
167,1,82900
168,1,70600
169,1,60500
170,1,64800
171,1,51900
172,1,47100
173,1,71000
174,1,50700
175,1,94000
176,1,42100
177,1,79900
178,1,66800
179,1,65500
180,1,49300
181,1,56300
182,1,65100
183,1,67300
184,1,57100
185,1,54500
186,1,67900
187,1,81600
188,1,68600
189,1,91100
190,1,44900
191,1,48600
192,1,69300
193,1,60500
194,1,41700
195,1,65900
196,1,56700
197,1,94300
198,1,48300
199,1,94100
200,1,69600
201,1,101200
202,1,79800
203,1,90200
204,1,87700
205,1,68000
206,1,49500
207,1,59300
208,1,41100
209,1,46400
210,1,51700
211,1,61200
212,1,53900
213,1,58900
214,1,55800
215,1,39600
216,1,34600
217,1,57300
218,1,78300
219,1,74800
220,1,42000
221,1,29500
222,1,77000
223,1,44300
224,1,68700
225,1,68100
226,1,61600
227,1,38400
228,1,48200
229,1,78100
230,1,43800
231,1,73900
232,1,85900
233,1,41500
234,1,67500
235,1,28700
236,1,69100
237,1,60700
238,1,71100
239,1,68800
240,1,80500
241,1,67200
242,1,56700
243,1,45700
244,1,57900
245,1,78800
246,1,73000
247,1,41100
248,1,42700
249,1,61000
250,1,63500
251,1,80100
252,1,109900
253,1,59500
254,1,64900
255,1,43500
256,1,41500
257,1,62500
258,1,60600
259,1,44600
260,1,58600
261,1,49200
262,1,71300
263,1,52100
264,1,68900
265,1,52000
266,1,62900
267,1,66800
268,1,62900
269,1,100700
270,1,98000
271,1,50100
272,1,41800
273,1,54900
274,1,56700
275,1,67400
276,1,59900
277,1,43900
278,1,71300
279,1,81600
280,1,47900
281,1,71300
282,1,53700
283,1,80800
284,1,49200
285,1,70700
286,1,76400
287,1,70800
288,1,72800
289,1,65300
290,1,110200
291,1,75600
292,1,81900
293,1,69200
294,1,77700
295,1,54400
296,1,65000
297,1,64700
298,1,71500
299,1,44000
300,1,56500
301,1,52800
302,1,34900
303,1,82700
304,1,60300
305,1,76200
306,1,118600
